MSS                                          , Maximum, 96, 160, 224, 288, 352, 416, 480, 544, 608, 672, 736, 800, 864, 928, 992, 1056, 1120, 1184, 1248, 1312, 1376, 1440,
1 iperf TCP. Same VM using Pod IP            ,40624.000000,35439,36125,34479,36336,39427,35758,35697,35942,40624,35859,39912,35699,40464,39853,40245,40288,35455,39638,35546,39120,35607,40283,
2 iperf TCP. Same VM using Virtual IP        ,37459.000000,33247,32790,33052,32185,37284,32585,32685,32987,36832,33006,37459,32678,36924,36985,37100,37097,32147,37252,32113,34918,32450,36808,
3 iperf TCP. Remote VM using Pod IP          ,1979.000000,179,193,359,531,633,586,605,746,702,1023,993,1274,1471,1217,1389,1670,1738,1848,1700,1809,1979,1881,
4 iperf TCP. Remote VM using Virtual IP      ,1935.000000,145,286,343,501,398,762,873,958,828,1005,1149,1273,1443,1490,1529,1581,1405,1653,1849,1850,1935,1918,
5 iperf TCP. Hairpin Pod to own Virtual IP   ,36706.000000,31733,32268,31499,31075,34910,31445,31027,31530,36355,31421,35720,31218,35293,36706,35761,35112,30819,35785,31127,34794,31174,35038,
6 iperf UDP. Same VM using Pod IP            ,5629.000000,5629,
7 iperf UDP. Same VM using Virtual IP        ,5201.000000,5201,
8 iperf UDP. Remote VM using Pod IP          ,1040.000000,1040,
9 iperf UDP. Remote VM using Virtual IP      ,947.000000,947,
10 netperf. Same VM using Pod IP             ,18926.260000,18926.26,
11 netperf. Same VM using Virtual IP         ,0.000000,0.00,
12 netperf. Remote VM using Pod IP           ,1175.410000,1175.41,
13 netperf. Remote VM using Virtual IP       ,0.000000,0.00,
